,boro_nm,ofns_desc,latitude,longitude,zip,law_category,date
390539,BRONX,PETIT LARCENY,40.822622,-73.930942,10451,MISDEMEANOR,2022-09-29
390540,BROOKLYN,BURGLARY,40.66240687,-73.96515247,11238,FELONY,2022-09-26
390541,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.789302,-73.973835,10024,MISDEMEANOR,2022-09-25
390542,BRONX,MISCELLANEOUS PENAL LAW,40.863251,-73.897767,10468,FELONY,2022-09-22
390543,QUEENS,GRAND LARCENY,40.736316,-73.865665,11373,FELONY,2022-09-21
390544,MANHATTAN,PETIT LARCENY,40.776403,-73.948248,10028,MISDEMEANOR,2022-09-22
390545,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.781632,-73.9459,10128,MISDEMEANOR,2022-09-21
390546,MANHATTAN,PETIT LARCENY,40.793316,-73.938921,10029,MISDEMEANOR,2022-09-25
390547,BROOKLYN,PETIT LARCENY,40.651412,-73.875681,11239,MISDEMEANOR,2022-09-27
390548,BROOKLYN,GRAND LARCENY,40.69632,-73.937711,11206,FELONY,2022-09-26
390549,MANHATTAN,FELONY ASSAULT,40.7204418884676,-74.0067439741913,10005,FELONY,2022-09-23
390550,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.606465,-73.967117,11224,MISDEMEANOR,2022-09-26
390551,QUEENS,PETIT LARCENY,40.764146,-73.827044,11354,MISDEMEANOR,2022-09-26
390552,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.647908,-73.979807,11218,MISDEMEANOR,2022-09-28
390553,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.80437576,-73.93742023,10035,FELONY,2022-09-23
390554,BROOKLYN,GRAND LARCENY,40.683405,-73.926167,11233,FELONY,2022-09-21
390555,BROOKLYN,PETIT LARCENY,40.689265,-73.943639,11221,MISDEMEANOR,2022-09-24
390556,STATEN ISLAND,HARRASSMENT 2,40.59856677,-74.08170249,10305,VIOLATION,2022-09-23
390557,BROOKLYN,GRAND LARCENY OF MOTOR VEHICLE,40.6303521,-74.01490432,11228,FELONY,2022-09-26
390558,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.57541477,-73.98342326,11224,MISDEMEANOR,2022-09-26
390559,QUEENS,OFF. AGNST PUB ORD SENSBLTY &,40.677256,-73.761728,11434,MISDEMEANOR,2022-09-28
390560,BROOKLYN,HARRASSMENT 2,40.677101,-74.010482,11231,VIOLATION,2022-09-29
390561,BROOKLYN,HARRASSMENT 2,40.666201,-73.93276,11213,VIOLATION,2022-09-25
390562,STATEN ISLAND,PETIT LARCENY,40.575986,-74.119448,10306,MISDEMEANOR,2022-09-29
390563,BROOKLYN,MISCELLANEOUS PENAL LAW,40.622701,-73.923379,11234,FELONY,2022-09-28
390564,BROOKLYN,PETIT LARCENY,40.698925,-73.912799,11237,MISDEMEANOR,2022-09-24
390565,QUEENS,PETIT LARCENY,40.70259523,-73.85529262,11418,MISDEMEANOR,2022-09-23
390566,BRONX,PETIT LARCENY,40.857385,-73.916011,10453,MISDEMEANOR,2022-09-21
390567,MANHATTAN,PETIT LARCENY,40.816793,-73.94724,10030,MISDEMEANOR,2022-09-26
390568,BRONX,ASSAULT 3 & RELATED OFFENSES,40.810694,-73.916212,10454,MISDEMEANOR,2022-09-28
390569,BRONX,ASSAULT 3 & RELATED OFFENSES,40.840544,-73.873037,10460,MISDEMEANOR,2022-09-27
390570,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.697835,-73.806103,11435,FELONY,2022-09-22
390571,MANHATTAN,FORGERY,40.74828972,-73.98817669,10001,FELONY,2022-09-22
390572,MANHATTAN,FELONY ASSAULT,40.8084177460021,-73.9524740603515,10027,FELONY,2022-09-23
390573,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.747961,-73.917735,11104,MISDEMEANOR,2022-09-27
390574,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.653676,-73.957808,11226,MISDEMEANOR,2022-09-28
390575,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.822381,-73.949694,10031,MISDEMEANOR,2022-09-27
390576,BROOKLYN,BURGLARY,40.680016,-73.953244,11216,FELONY,2022-09-29
390577,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.674418,-73.874193,11208,MISDEMEANOR,2022-09-24
390578,MANHATTAN,HARRASSMENT 2,40.744281,-73.974694,10016,VIOLATION,2022-09-29
390579,BROOKLYN,GRAND LARCENY,40.715878,-73.959825,11249,FELONY,2022-09-22
390580,BRONX,GRAND LARCENY,40.870034,-73.903111,10468,FELONY,2022-09-26
390581,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.671398,-73.929483,11213,MISDEMEANOR,2022-09-22
390582,BRONX,ASSAULT 3 & RELATED OFFENSES,40.841322,-73.843099,10461,MISDEMEANOR,2022-09-26
390583,BRONX,ASSAULT 3 & RELATED OFFENSES,40.819408,-73.912384,10455,MISDEMEANOR,2022-09-23
390584,BROOKLYN,THEFT-FRAUD,40.669328,-73.90872,11212,FELONY,2022-09-21
390585,STATEN ISLAND,HARRASSMENT 2,40.575831,-74.099565,10306,VIOLATION,2022-09-29
390586,BRONX,HARRASSMENT 2,40.87621,-73.868104,10467,VIOLATION,2022-09-20
390587,BRONX,HARRASSMENT 2,40.854139,-73.893659,10457,VIOLATION,2022-09-26
390588,STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,40.53808,-74.180795,10312,MISDEMEANOR,2022-09-25
390589,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.693571,-73.964519,11237,MISDEMEANOR,2022-09-29
390590,BRONX,HARRASSMENT 2,40.841734,-73.834693,10461,VIOLATION,2022-09-22
390591,BROOKLYN,HARRASSMENT 2,40.626468,-74.00998,11228,VIOLATION,2022-09-25
390592,MANHATTAN,GRAND LARCENY,40.855128,-73.931094,10040,FELONY,2022-09-27
390593,BRONX,HARRASSMENT 2,40.852004,-73.922496,10453,VIOLATION,2022-09-26
390594,MANHATTAN,DANGEROUS WEAPONS,40.793971,-73.938444,10029,FELONY,2022-09-27
390595,BRONX,PETIT LARCENY,40.807184,-73.918356,10454,MISDEMEANOR,2022-09-27
390596,QUEENS,PETIT LARCENY,40.720763,-73.846429,11375,MISDEMEANOR,2022-09-24
390597,BROOKLYN,FELONY ASSAULT,40.6744956865259,-73.9305713255961,11213,FELONY,2022-09-28
390598,BRONX,HARRASSMENT 2,40.906122,-73.848114,10470,VIOLATION,2022-09-28
390599,MANHATTAN,PETIT LARCENY,40.716074,-73.987128,10002,MISDEMEANOR,2022-09-28
390600,MANHATTAN,PETIT LARCENY,40.732821,-73.986063,10003,MISDEMEANOR,2022-09-25
390601,BROOKLYN,PETIT LARCENY,40.665913,-73.943915,11225,MISDEMEANOR,2022-09-28
390602,BRONX,ASSAULT 3 & RELATED OFFENSES,40.851132,-73.912086,10453,MISDEMEANOR,2022-09-21
390603,STATEN ISLAND,PETIT LARCENY,40.621206,-74.13688,10314,MISDEMEANOR,2022-09-21
390604,QUEENS,PETIT LARCENY,40.7471,-73.883841,11373,MISDEMEANOR,2022-09-24
390605,BRONX,VEHICLE AND TRAFFIC LAWS,40.83002685,-73.87275417,10472,MISDEMEANOR,2022-09-24
390606,MANHATTAN,PETIT LARCENY,40.76561,-73.963622,10065,MISDEMEANOR,2022-09-26
390607,QUEENS,HARRASSMENT 2,40.601778,-73.76818,11691,VIOLATION,2022-09-27
390608,BROOKLYN,HARRASSMENT 2,40.689041,-73.958614,11238,VIOLATION,2022-09-20
390609,BROOKLYN,DANGEROUS DRUGS,40.651622,-73.951116,11226,MISDEMEANOR,2022-09-26
390610,MANHATTAN,PETIT LARCENY,40.733512,-74.003532,10014,MISDEMEANOR,2022-09-28
390611,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.677911,-73.946959,11216,FELONY,2022-09-23
390612,BROOKLYN,PETIT LARCENY,40.6788,-73.920349,11207,MISDEMEANOR,2022-09-27
390613,MANHATTAN,ROBBERY,40.722079,-73.988194,10002,FELONY,2022-09-25
390614,BRONX,THEFT-FRAUD,40.825974,-73.85123,10473,FELONY,2022-09-27
390615,MANHATTAN,HARRASSMENT 2,40.801847,-73.951388,10026,VIOLATION,2022-09-20
390616,BROOKLYN,BURGLARY,40.668403,-73.996494,11231,FELONY,2022-09-21
390617,STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,40.644797,-74.087278,10301,MISDEMEANOR,2022-09-25
390618,BROOKLYN,GRAND LARCENY,40.651252,-73.940491,11203,FELONY,2022-09-22
390619,BROOKLYN,ADMINISTRATIVE CODE,40.698312,-73.981798,11201,VIOLATION,2022-09-29
390620,BROOKLYN,SEX CRIMES,40.6022161657077,-74.0029507988395,11214,MISDEMEANOR,2022-09-21
390621,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.598772,-73.943541,11229,MISDEMEANOR,2022-09-21
390622,STATEN ISLAND,HARRASSMENT 2,40.593696,-74.166131,10314,VIOLATION,2022-09-25
390623,QUEENS,PETIT LARCENY,40.743613,-73.914333,11377,MISDEMEANOR,2022-09-26
390624,BRONX,OFFENSES AGAINST PUBLIC ADMINI,40.803799,-73.915795,10454,MISDEMEANOR,2022-09-25
390625,STATEN ISLAND,HARRASSMENT 2,40.586256,-74.092334,10305,VIOLATION,2022-09-21
390626,BRONX,HARRASSMENT 2,40.869631,-73.862917,10467,VIOLATION,2022-09-25
390627,QUEENS,PETIT LARCENY,40.678925,-73.759252,11422,MISDEMEANOR,2022-09-26
390628,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.82382,-73.941199,10039,MISDEMEANOR,2022-09-21
390629,MANHATTAN,HARRASSMENT 2,40.7716578,-73.95318842,10075,VIOLATION,2022-09-28
390630,BROOKLYN,GRAND LARCENY OF MOTOR VEHICLE,40.718863,-73.93979,11211,FELONY,2022-09-26
390631,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.574744,-73.987121,11224,MISDEMEANOR,2022-09-25
390632,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.735852,-73.751879,11364,MISDEMEANOR,2022-09-28
390633,STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,40.527799,-74.232402,10309,MISDEMEANOR,2022-09-27
390634,BROOKLYN,PETIT LARCENY,40.718949,-73.963195,11249,MISDEMEANOR,2022-09-22
390635,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.725344,-74.009206,10013,MISDEMEANOR,2022-09-24
390636,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.59742,-73.938412,11229,MISDEMEANOR,2022-09-23
390637,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.64083668,-74.01843064,11220,MISDEMEANOR,2022-09-29
390638,BROOKLYN,PETIT LARCENY,40.668277,-73.98705,11215,MISDEMEANOR,2022-09-26
390639,BROOKLYN,HARRASSMENT 2,40.635573,-73.959967,11226,VIOLATION,2022-09-26
390640,BRONX,GRAND LARCENY OF MOTOR VEHICLE,40.806195,-73.916003,10454,FELONY,2022-09-29
390641,QUEENS,HARRASSMENT 2,40.74918,-73.87947,11372,VIOLATION,2022-09-25
390642,BROOKLYN,BURGLARY,40.597773,-73.956202,11229,FELONY,2022-09-27
390643,BROOKLYN,OFFENSES AGAINST PUBLIC ADMINI,40.68376454,-73.97875956,11209,MISDEMEANOR,2022-09-22
390644,MANHATTAN,ROBBERY,40.80389387,-73.9582046,10026,FELONY,2022-09-29
390645,BRONX,SEX CRIMES,40.8162058439227,-73.8960011932583,10459,MISDEMEANOR,2022-09-22
390646,STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,40.635774,-74.131297,10302,MISDEMEANOR,2022-09-25
390647,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.611505,-73.930799,11234,MISDEMEANOR,2022-09-22
390648,BROOKLYN,HARRASSMENT 2,40.668749,-73.894035,11207,VIOLATION,2022-09-27
390649,BRONX,PETIT LARCENY OF MOTOR VEHICLE,40.848735,-73.891982,10457,MISDEMEANOR,2022-09-22
390650,BRONX,ROBBERY,40.838344,-73.850344,10462,FELONY,2022-09-22
390651,QUEENS,PETIT LARCENY,40.685534,-73.863785,11421,MISDEMEANOR,2022-09-28
390652,BRONX,GRAND LARCENY,40.828701,-73.877767,10472,FELONY,2022-09-24
390653,MANHATTAN,PETIT LARCENY,40.725214,-73.998096,10012,MISDEMEANOR,2022-09-24
390654,MANHATTAN,HARRASSMENT 2,40.795739,-73.94268,10029,VIOLATION,2022-09-20
390655,BRONX,DANGEROUS WEAPONS,40.83956489,-73.87798349,10460,FELONY,2022-09-27
390656,BRONX,ASSAULT 3 & RELATED OFFENSES,40.8307223277672,-73.8271260588639,10465,MISDEMEANOR,2022-09-27
390657,STATEN ISLAND,BURGLARY,40.600631,-74.075711,10305,FELONY,2022-09-26
390658,BRONX,GRAND LARCENY,40.854402,-73.88233,10458,FELONY,2022-09-21
390659,QUEENS,GRAND LARCENY,40.597629,-73.786586,11692,FELONY,2022-09-26
390660,MANHATTAN,PETIT LARCENY,40.795051,-73.974816,10025,MISDEMEANOR,2022-09-22
390661,QUEENS,GRAND LARCENY,40.754981,-73.844435,11368,FELONY,2022-09-25
390662,MANHATTAN,OFFENSES AGAINST THE PERSON,40.80043799,-73.96571229,10025,MISDEMEANOR,2022-09-22
390663,QUEENS,HARRASSMENT 2,40.754335,-73.897012,11370,VIOLATION,2022-09-24
390664,BROOKLYN,ROBBERY,40.69223342,-73.98729955,11201,FELONY,2022-09-23
390665,BRONX,FELONY ASSAULT,40.8873136344706,-73.8472717577564,10466,FELONY,2022-09-28
390666,MANHATTAN,DANGEROUS DRUGS,40.8009303727402,-73.9410982410066,10035,FELONY,2022-09-28
390667,STATEN ISLAND,ASSAULT 3 & RELATED OFFENSES,40.637198,-74.143873,10302,MISDEMEANOR,2022-09-27
390668,QUEENS,GRAND LARCENY,40.760251,-73.789749,11358,FELONY,2022-09-23
390669,BRONX,ASSAULT 3 & RELATED OFFENSES,40.84023133,-73.8801001,10461,MISDEMEANOR,2022-09-27
390670,BROOKLYN,HARRASSMENT 2,40.66729,-73.909161,11212,VIOLATION,2022-09-26
390671,BRONX,UNAUTHORIZED USE OF A VEHICLE,40.845209,-73.82643,10461,MISDEMEANOR,2022-09-27
390672,MANHATTAN,PETIT LARCENY,40.761241,-73.994297,10019,MISDEMEANOR,2022-09-21
390673,QUEENS,PETIT LARCENY,40.714245,-73.814036,11435,MISDEMEANOR,2022-09-20
390674,QUEENS,OFF. AGNST PUB ORD SENSBLTY &,40.672009,-73.785154,11434,MISDEMEANOR,2022-09-22
390675,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.67869336,-74.01352708,11231,MISDEMEANOR,2022-09-24
390676,QUEENS,HARRASSMENT 2,40.744412,-73.875254,11373,VIOLATION,2022-09-24
390677,MANHATTAN,GRAND LARCENY,40.711458,-74.012216,10048,FELONY,2022-09-25
390678,QUEENS,BURGLARY,40.752616,-73.755659,11364,FELONY,2022-09-28
390679,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.757138,-73.946544,11101,MISDEMEANOR,2022-09-24
390680,BRONX,ASSAULT 3 & RELATED OFFENSES,40.86275507,-73.90107874,10468,MISDEMEANOR,2022-09-25
390681,MANHATTAN,PETIT LARCENY,40.7960743128304,-73.9670667458109,10025,MISDEMEANOR,2022-09-28
390682,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.639715,-74.005167,11220,MISDEMEANOR,2022-09-26
390683,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.72686578,-73.97990757,10009,MISDEMEANOR,2022-09-24
390684,QUEENS,PETIT LARCENY,40.755057,-73.772367,11361,MISDEMEANOR,2022-09-25
390685,BROOKLYN,HARRASSMENT 2,40.631795,-73.948376,11210,VIOLATION,2022-09-20
390686,BROOKLYN,FRAUDS,40.67271591,-73.89031495,11207,MISDEMEANOR,2022-09-28
390687,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.641738,-73.954403,11226,MISDEMEANOR,2022-09-21
390688,MANHATTAN,HARRASSMENT 2,40.74332398,-73.98407437,10016,VIOLATION,2022-09-28
390689,BROOKLYN,FELONY ASSAULT,40.6711300016904,-73.9135020552048,11212,FELONY,2022-09-28
390690,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.72145346,-73.84397787,11375,FELONY,2022-09-26
390691,BROOKLYN,DANGEROUS WEAPONS,40.66879784,-73.93112014,11234,FELONY,2022-09-26
390692,QUEENS,VEHICLE AND TRAFFIC LAWS,40.70430469,-73.80313975,11432,MISDEMEANOR,2022-09-20
390693,QUEENS,PETIT LARCENY,40.68348668,-73.86018718,11416,MISDEMEANOR,2022-09-23
390694,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.77613133,-73.91069962,11105,FELONY,2022-09-28
390695,BROOKLYN,SEX CRIMES,40.6488507469884,-73.951016510623,11226,MISDEMEANOR,2022-09-21
390696,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.849613,-73.929823,10033,FELONY,2022-09-26
390697,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.724774,-73.744824,11427,MISDEMEANOR,2022-09-23
390698,BROOKLYN,GRAND LARCENY,40.637329,-73.97296,11224,FELONY,2022-09-23
390699,BROOKLYN,DANGEROUS WEAPONS,40.6969863,-73.93522383,11207,FELONY,2022-09-22
390700,MANHATTAN,ROBBERY,40.73283,-73.991197,10003,FELONY,2022-09-26
390701,MANHATTAN,DANGEROUS WEAPONS,40.75099078,-73.99062326,10001,MISDEMEANOR,2022-09-29
390702,BRONX,ROBBERY,40.822709,-73.847315,10473,FELONY,2022-09-23
390703,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.67312509,-73.7853221,11434,MISDEMEANOR,2022-09-21
390704,BROOKLYN,FELONY ASSAULT,40.68900139556,-73.9450265328727,11216,FELONY,2022-09-26
390705,MANHATTAN,HARRASSMENT 2,40.757546,-73.975818,10037,VIOLATION,2022-09-28
390706,BROOKLYN,PETIT LARCENY,40.653454,-73.886801,11207,MISDEMEANOR,2022-09-21
390707,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.676835,-73.919679,11233,MISDEMEANOR,2022-09-28
390708,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.69570473,-73.94636469,11206,MISDEMEANOR,2022-09-25
390709,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.65417883,-73.9107115,11212,MISDEMEANOR,2022-09-25
390710,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.798842,-73.953882,10026,MISDEMEANOR,2022-09-24
390711,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.70278,-73.779191,11433,MISDEMEANOR,2022-09-28
390712,MANHATTAN,BURGLARY,40.720601,-73.983323,10002,FELONY,2022-09-25
390713,BROOKLYN,HARRASSMENT 2,40.632048,-73.884516,11239,VIOLATION,2022-09-23
390714,BROOKLYN,PETIT LARCENY,40.613585,-73.926846,11234,MISDEMEANOR,2022-09-21
390715,QUEENS,GRAND LARCENY,40.742252,-73.947826,11101,FELONY,2022-09-22
390716,STATEN ISLAND,PETIT LARCENY,40.590093,-74.163875,10314,MISDEMEANOR,2022-09-23
390717,QUEENS,GRAND LARCENY,40.71300389,-73.78236564,11432,FELONY,2022-09-27
390718,QUEENS,HARRASSMENT 2,40.736767,-73.928263,11101,VIOLATION,2022-09-20
390719,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.81444,-73.940612,10030,MISDEMEANOR,2022-09-23
390720,BRONX,GRAND LARCENY,40.827208,-73.879807,10472,FELONY,2022-09-25
390721,BROOKLYN,BURGLARY,40.70817063,-73.95065768,11206,FELONY,2022-09-22
390722,MANHATTAN,PETIT LARCENY,40.724833,-73.997278,10012,MISDEMEANOR,2022-09-29
390723,BROOKLYN,PETIT LARCENY,40.690427,-73.984768,11201,MISDEMEANOR,2022-09-29
390724,BROOKLYN,PETIT LARCENY,40.689281,-73.921689,11221,MISDEMEANOR,2022-09-22
390725,MANHATTAN,PETIT LARCENY,40.82767966,-73.95132064,10031,MISDEMEANOR,2022-09-26
390726,MANHATTAN,HARRASSMENT 2,40.719745,-74.001023,10013,VIOLATION,2022-09-29
390727,BRONX,HARRASSMENT 2,40.837517,-73.854952,10462,VIOLATION,2022-09-22
390728,BROOKLYN,FELONY ASSAULT,40.6744956865259,-73.9305713255961,11213,FELONY,2022-09-22
390729,BROOKLYN,GRAND LARCENY OF MOTOR VEHICLE,40.72190089,-73.94102955,11222,FELONY,2022-09-23
390730,QUEENS,BURGLARY,40.726575,-73.865975,11374,FELONY,2022-09-27
390731,BROOKLYN,HARRASSMENT 2,40.662738,-73.944615,11225,VIOLATION,2022-09-27
390732,QUEENS,PETIT LARCENY,40.689123,-73.777296,11434,MISDEMEANOR,2022-09-27
390733,BRONX,VEHICLE AND TRAFFIC LAWS,40.86192497,-73.89356028,10458,MISDEMEANOR,2022-09-27
390734,BROOKLYN,GRAND LARCENY,40.69382,-73.973046,11205,FELONY,2022-09-24
390735,MANHATTAN,FELONY ASSAULT,40.7535327012632,-73.9945368920152,10018,FELONY,2022-09-22
390736,BROOKLYN,HARRASSMENT 2,40.67951644,-73.90457012,11207,VIOLATION,2022-09-20
390737,BROOKLYN,HARRASSMENT 2,40.577092,-73.953916,11235,VIOLATION,2022-09-25
390738,STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,40.538094,-74.221687,10309,MISDEMEANOR,2022-09-23
390739,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.673438,-73.820977,11420,MISDEMEANOR,2022-09-27
390740,MANHATTAN,PETIT LARCENY,40.722514,-73.984598,10009,MISDEMEANOR,2022-09-22
390741,MANHATTAN,GRAND LARCENY,40.794233,-73.935234,10029,FELONY,2022-09-27
390742,QUEENS,PETIT LARCENY,40.741451,-73.884338,11373,MISDEMEANOR,2022-09-29
390743,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.6723491,-73.91408665,11233,MISDEMEANOR,2022-09-22
390744,BROOKLYN,HARRASSMENT 2,40.662442,-73.981979,11215,VIOLATION,2022-09-22
390745,MANHATTAN,GRAND LARCENY,40.715638,-73.996442,10013,FELONY,2022-09-25
390746,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.790287,-73.942681,10035,MISDEMEANOR,2022-09-24
390747,BRONX,ASSAULT 3 & RELATED OFFENSES,40.871198,-73.85383,10469,MISDEMEANOR,2022-09-29
390748,BROOKLYN,PETIT LARCENY,40.622822,-73.999431,11219,MISDEMEANOR,2022-09-28
390749,BRONX,BURGLARY,40.858493,-73.907629,10453,FELONY,2022-09-25
390750,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.647781,-73.877277,11239,FELONY,2022-09-23
390751,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.875388,-73.910147,10463,MISDEMEANOR,2022-09-22
390752,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.763005,-73.887195,11370,FELONY,2022-09-24
390753,BRONX,FELONY ASSAULT,40.8222710411331,-73.911697780277,10451,FELONY,2022-09-27
390754,QUEENS,ROBBERY,40.68692,-73.836669,11419,FELONY,2022-09-27
390755,STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,40.61592889,-74.08741476,10304,MISDEMEANOR,2022-09-22
390756,BRONX,GRAND LARCENY,40.874979,-73.86536,10467,FELONY,2022-09-22
390757,QUEENS,GRAND LARCENY OF MOTOR VEHICLE,40.71350197,-73.75179304,11429,FELONY,2022-09-22
390758,BRONX,PETIT LARCENY,40.853077,-73.889273,10457,MISDEMEANOR,2022-09-24
390759,MANHATTAN,PETIT LARCENY,40.73529329,-73.98781816,10003,MISDEMEANOR,2022-09-21
390760,MANHATTAN,MISCELLANEOUS PENAL LAW,40.866056,-73.919296,10034,FELONY,2022-09-22
390761,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.878185,-73.851151,10469,MISDEMEANOR,2022-09-22
390762,BRONX,ASSAULT 3 & RELATED OFFENSES,40.837057,-73.903667,10456,MISDEMEANOR,2022-09-24
390763,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.821754,-73.91923,10451,FELONY,2022-09-28
390764,BRONX,PETIT LARCENY,40.833723,-73.856192,10462,MISDEMEANOR,2022-09-26
390765,QUEENS,PETIT LARCENY,40.730761,-73.751418,11427,MISDEMEANOR,2022-09-27
390766,MANHATTAN,GRAND LARCENY,40.756218,-73.994244,10018,FELONY,2022-09-28
390767,BROOKLYN,ADMINISTRATIVE CODE,40.68993251,-73.98147284,11221,VIOLATION,2022-09-23
390768,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.678283,-73.952899,11226,MISDEMEANOR,2022-09-22
390769,QUEENS,CRIMINAL TRESPASS,40.764651,-73.828,11354,MISDEMEANOR,2022-09-23
390770,BRONX,ARSON,40.857061,-73.88326,10458,FELONY,2022-09-26
390771,BRONX,PETIT LARCENY,40.8378421209284,-73.9196277517392,10452,MISDEMEANOR,2022-09-26
390772,MANHATTAN,FRAUDS,40.805108,-73.961041,10029,MISDEMEANOR,2022-09-25
390773,QUEENS,DANGEROUS WEAPONS,40.6799807384666,-73.7762339071953,11412,MISDEMEANOR,2022-09-21
390774,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.663492,-73.889355,11207,MISDEMEANOR,2022-09-28
390775,BRONX,MISCELLANEOUS PENAL LAW,40.856746,-73.893953,10458,FELONY,2022-09-24
390776,QUEENS,HARRASSMENT 2,40.663263,-73.763391,11413,VIOLATION,2022-09-23
390777,BROOKLYN,GRAND LARCENY,40.587559,-73.946592,11235,FELONY,2022-09-21
390778,MANHATTAN,PETIT LARCENY,40.771732,-73.950184,10128,MISDEMEANOR,2022-09-26
390779,QUEENS,SEX CRIMES,40.682398279333,-73.8400721577516,11417,MISDEMEANOR,2022-09-21
390780,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.683006,-73.990208,11231,MISDEMEANOR,2022-09-25
390781,BROOKLYN,PETIT LARCENY,40.686931,-73.93135,11221,MISDEMEANOR,2022-09-27
390782,MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,40.843636,-73.940159,10032,FELONY,2022-09-21
390783,MANHATTAN,PETIT LARCENY,40.810469,-73.951878,10027,MISDEMEANOR,2022-09-28
390784,QUEENS,HARRASSMENT 2,40.726631,-73.796893,11366,VIOLATION,2022-09-20
390785,MANHATTAN,HARRASSMENT 2,40.819119,-73.939058,10030,VIOLATION,2022-09-28
390786,MANHATTAN,GRAND LARCENY,40.724028,-73.999097,10012,FELONY,2022-09-25
390787,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.79700362,-73.93777389,10029,MISDEMEANOR,2022-09-23
390788,BRONX,VEHICLE AND TRAFFIC LAWS,40.85841739,-73.88513561,10458,MISDEMEANOR,2022-09-22
390789,MANHATTAN,HARRASSMENT 2,40.847929,-73.93998,10033,VIOLATION,2022-09-28
390790,MANHATTAN,PETIT LARCENY,40.713579,-73.995942,10002,MISDEMEANOR,2022-09-25
390791,MANHATTAN,CRIMINAL TRESPASS,40.748296,-74.007399,10011,MISDEMEANOR,2022-09-23
390792,QUEENS,VEHICLE AND TRAFFIC LAWS,40.7694951184418,-73.9150241703895,11103,MISDEMEANOR,2022-09-25
390793,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.690067,-73.956212,11205,MISDEMEANOR,2022-09-26
390794,QUEENS,PETIT LARCENY,40.744856,-73.903471,11377,MISDEMEANOR,2022-09-25
390795,BROOKLYN,DANGEROUS DRUGS,40.695772,-73.979528,11201,MISDEMEANOR,2022-09-29
390796,BROOKLYN,HARRASSMENT 2,40.57287417,-73.99490298,11224,VIOLATION,2022-09-23
