,boro_nm,ofns_desc,latitude,longitude,zip,law_category,date
349104,BROOKLYN,PETIT LARCENY,40.574162,-73.995142,11224,MISDEMEANOR,2022-09-02
349108,BRONX,FELONY ASSAULT,40.8565767275976,-73.8438936779283,10469,FELONY,2022-09-03
349111,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.71993506,-73.97875164,10009,MISDEMEANOR,2022-09-01
349113,QUEENS,HARRASSMENT 2,40.689113,-73.790504,11433,VIOLATION,2022-09-02
349115,BRONX,OFFENSES INVOLVING FRAUD,40.83396519,-73.86289203,10472,MISDEMEANOR,2022-09-01
349117,BROOKLYN,ROBBERY,40.573898,-73.999384,11224,FELONY,2022-09-02
349124,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.64646977,-74.01257641,11220,MISDEMEANOR,2022-09-03
349126,BROOKLYN,DANGEROUS DRUGS,40.594054,-73.960866,11223,MISDEMEANOR,2022-09-01
349127,STATEN ISLAND,PETIT LARCENY,40.571555,-74.111785,10306,MISDEMEANOR,2022-09-03
349128,MANHATTAN,GRAND LARCENY,40.758178,-73.988003,10036,FELONY,2022-09-02
349132,QUEENS,PETIT LARCENY,40.744856,-73.903471,11377,MISDEMEANOR,2022-09-03
349135,BROOKLYN,DANGEROUS DRUGS,40.573984,-73.997271,11224,MISDEMEANOR,2022-09-02
349139,BRONX,ROBBERY,40.84942,-73.898329,10457,FELONY,2022-09-02
349140,QUEENS,PETIT LARCENY,40.762606,-73.916041,11103,MISDEMEANOR,2022-09-02
349142,MANHATTAN,HARRASSMENT 2,40.746893,-73.997325,10001,VIOLATION,2022-09-01
349143,MANHATTAN,GRAND LARCENY,40.773366,-73.945151,10028,FELONY,2022-09-02
349145,BROOKLYN,DANGEROUS DRUGS,40.67680075,-73.90002424,11207,MISDEMEANOR,2022-09-01
349150,MANHATTAN,PETIT LARCENY,40.714608,-74.011443,10007,MISDEMEANOR,2022-09-04
349152,MANHATTAN,PETIT LARCENY,40.809573,-73.949746,10027,MISDEMEANOR,2022-09-03
349157,QUEENS,GRAND LARCENY OF MOTOR VEHICLE,40.705608,-73.79209,11433,FELONY,2022-09-02
349160,MANHATTAN,PETIT LARCENY,40.757437,-73.971679,10022,MISDEMEANOR,2022-09-01
349161,BRONX,PETIT LARCENY,40.82446,-73.924026,10451,MISDEMEANOR,2022-09-03
349165,QUEENS,PETIT LARCENY,40.599179,-73.75022,11691,MISDEMEANOR,2022-09-01
349168,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.81660079,-73.94275564,10030,MISDEMEANOR,2022-09-03
349170,QUEENS,PETIT LARCENY,40.744195,-73.885607,11373,MISDEMEANOR,2022-09-02
349172,BROOKLYN,PETIT LARCENY,40.617611,-74.033451,11209,MISDEMEANOR,2022-09-01
349179,BROOKLYN,ADMINISTRATIVE CODE,40.67279426,-73.96920264,11238,VIOLATION,2022-09-01
349180,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.6947766,-73.84773302,11421,MISDEMEANOR,2022-09-01
349183,MANHATTAN,PETIT LARCENY,40.795572,-73.932295,10035,MISDEMEANOR,2022-09-02
349184,MANHATTAN,GRAND LARCENY,40.766929,-73.986432,10019,FELONY,2022-09-03
349194,MANHATTAN,PETIT LARCENY,40.745523,-74.005747,10011,MISDEMEANOR,2022-09-03
349195,MANHATTAN,PETIT LARCENY,40.766501,-73.982362,10019,MISDEMEANOR,2022-09-03
349196,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.572769,-73.996503,11224,MISDEMEANOR,2022-09-04
349200,BRONX,FELONY ASSAULT,40.8307223277672,-73.8271260588639,10465,FELONY,2022-09-01
349205,BRONX,ASSAULT 3 & RELATED OFFENSES,40.85899323,-73.90572247,10453,MISDEMEANOR,2022-09-02
349207,QUEENS,GRAND LARCENY,40.6799807384666,-73.7762339071953,11412,FELONY,2022-09-02
349212,BRONX,ASSAULT 3 & RELATED OFFENSES,40.892833,-73.84937,10466,MISDEMEANOR,2022-09-02
349213,BRONX,PETIT LARCENY,40.847471,-73.922703,10453,MISDEMEANOR,2022-09-03
349215,BROOKLYN,PETIT LARCENY,40.695234,-73.914085,11221,MISDEMEANOR,2022-09-03
349218,MANHATTAN,PETIT LARCENY,40.782476,-73.957634,10128,MISDEMEANOR,2022-09-02
349225,BRONX,FORGERY,40.833951,-73.854061,10462,FELONY,2022-09-01
349229,QUEENS,GRAND LARCENY,40.704088,-73.820375,11418,FELONY,2022-09-01
349230,BROOKLYN,BURGLARY,40.695432,-73.996619,11201,FELONY,2022-09-03
349231,BRONX,ROBBERY,40.84207,-73.889516,10460,FELONY,2022-09-01
349233,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.66729,-73.909161,11212,MISDEMEANOR,2022-09-03
349234,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.807698,-73.947398,10027,MISDEMEANOR,2022-09-01
349239,BROOKLYN,ROBBERY,40.662761,-73.907529,11212,FELONY,2022-09-01
349240,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.798941,-73.939286,10035,MISDEMEANOR,2022-09-01
349241,QUEENS,PETIT LARCENY,40.779018,-73.914788,11370,MISDEMEANOR,2022-09-03
349245,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.602725,-73.749115,11691,MISDEMEANOR,2022-09-03
349247,MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,40.75603526,-73.98694809,10036,MISDEMEANOR,2022-09-02
349248,QUEENS,BURGLARY,40.700733,-73.826907,11418,FELONY,2022-09-01
349249,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.835958,-73.941634,10032,MISDEMEANOR,2022-09-02
349250,STATEN ISLAND,DANGEROUS DRUGS,40.616946,-74.082242,10304,FELONY,2022-09-01
349252,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.739765,-73.992983,10011,MISDEMEANOR,2022-09-01
349253,BRONX,ASSAULT 3 & RELATED OFFENSES,40.838659,-73.917755,10452,MISDEMEANOR,2022-09-03
349258,BRONX,HARRASSMENT 2,40.87111,-73.898529,10468,VIOLATION,2022-09-03
349269,BROOKLYN,INTOXICATED & IMPAIRED DRIVING,40.5849246,-73.95123837,11235,MISDEMEANOR,2022-09-03
349270,MANHATTAN,GRAND LARCENY,40.72135322,-74.00463577,10013,FELONY,2022-09-03
349275,BROOKLYN,GRAND LARCENY,40.678094,-73.954004,11216,FELONY,2022-09-02
349276,QUEENS,FELONY ASSAULT,40.7301130668694,-73.8109089148815,11432,FELONY,2022-09-02
349277,MANHATTAN,PETIT LARCENY,40.75738161,-73.96670181,10022,MISDEMEANOR,2022-09-03
349278,MANHATTAN,PETIT LARCENY,40.734091,-74.006238,10014,MISDEMEANOR,2022-09-04
349281,MANHATTAN,FELONY ASSAULT,40.7372030985741,-73.9832725981497,10010,FELONY,2022-09-04
349283,BRONX,OFFENSES AGAINST PUBLIC ADMINI,40.844938,-73.883955,10460,MISDEMEANOR,2022-09-03
349286,QUEENS,FELONY ASSAULT,40.7072398161698,-73.7927267255908,11432,FELONY,2022-09-01
349287,MANHATTAN,PETIT LARCENY,40.739765,-73.992983,10011,MISDEMEANOR,2022-09-03
349288,BRONX,FELONY ASSAULT,40.8565767275976,-73.8438936779283,10469,FELONY,2022-09-01
349289,STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,40.612034,-74.078442,10304,MISDEMEANOR,2022-09-02
349290,BRONX,PETIT LARCENY,40.82754858,-73.91846801,10456,MISDEMEANOR,2022-09-02
349292,QUEENS,GRAND LARCENY,40.748817,-73.893158,11372,FELONY,2022-09-02
349295,MANHATTAN,OFFENSES INVOLVING FRAUD,40.79858495,-73.93352494,10035,MISDEMEANOR,2022-09-01
349297,QUEENS,PETIT LARCENY,40.720918,-73.901924,11378,MISDEMEANOR,2022-09-03
349298,BRONX,ASSAULT 3 & RELATED OFFENSES,40.851879,-73.885129,10457,MISDEMEANOR,2022-09-02
349302,BRONX,ASSAULT 3 & RELATED OFFENSES,40.831854,-73.857076,10472,MISDEMEANOR,2022-09-03
349305,QUEENS,PETIT LARCENY,40.744856,-73.903471,11377,MISDEMEANOR,2022-09-02
349307,QUEENS,HARRASSMENT 2,40.747391,-73.886252,11372,VIOLATION,2022-09-01
349308,BRONX,FELONY ASSAULT,40.8162058439227,-73.8960011932583,10459,FELONY,2022-09-03
349316,QUEENS,HARRASSMENT 2,40.738056,-73.924935,11104,VIOLATION,2022-09-03
349317,BRONX,FELONY ASSAULT,40.8378421209284,-73.9196277517392,10452,FELONY,2022-09-01
349318,MANHATTAN,FELONY ASSAULT,40.7535327012632,-73.9945368920152,10018,FELONY,2022-09-01
349321,BROOKLYN,BURGLARY,40.66703083,-73.94798461,11225,FELONY,2022-09-03
349322,BRONX,ASSAULT 3 & RELATED OFFENSES,40.850991,-73.909899,10453,MISDEMEANOR,2022-09-01
349324,BRONX,FELONY ASSAULT,40.8694704770483,-73.8798608037303,10470,FELONY,2022-09-01
349326,STATEN ISLAND,HARRASSMENT 2,40.535313,-74.215808,10309,VIOLATION,2022-09-02
349327,MANHATTAN,DANGEROUS DRUGS,40.734297,-73.993689,10003,MISDEMEANOR,2022-09-03
349329,BRONX,DANGEROUS WEAPONS,40.811997,-73.92779,10451,FELONY,2022-09-02
349332,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.798155,-73.969229,10025,FELONY,2022-09-04
349336,MANHATTAN,DANGEROUS WEAPONS,40.73066902,-73.99885262,10012,FELONY,2022-09-01
349339,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.793017,-73.942154,10029,FELONY,2022-09-02
349340,BROOKLYN,MISCELLANEOUS PENAL LAW,40.596387,-73.936778,11229,FELONY,2022-09-02
349341,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.897657,-73.859262,10466,MISDEMEANOR,2022-09-03
349342,BRONX,PETIT LARCENY,40.823107,-73.917453,10451,MISDEMEANOR,2022-09-03
349351,BRONX,PETIT LARCENY,40.87860714,-73.88489099,10467,MISDEMEANOR,2022-09-01
349358,BRONX,GRAND LARCENY,40.859392,-73.886999,10458,FELONY,2022-09-03
349359,BRONX,PETIT LARCENY,40.8874462,-73.87800049,10468,MISDEMEANOR,2022-09-01
349360,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.816954,-73.863361,10473,MISDEMEANOR,2022-09-02
349361,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.740619,-74.007711,10014,MISDEMEANOR,2022-09-02
349366,BROOKLYN,GRAND LARCENY,40.69982039,-73.92012811,11237,FELONY,2022-09-01
349373,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.633129,-74.010223,11220,MISDEMEANOR,2022-09-03
349374,BROOKLYN,DANGEROUS WEAPONS,40.65758,-73.929054,11203,FELONY,2022-09-03
349384,BROOKLYN,GRAND LARCENY,40.68376454,-73.97875956,11209,FELONY,2022-09-03
349385,BROOKLYN,PETIT LARCENY,40.717439,-73.940281,11211,MISDEMEANOR,2022-09-02
349388,QUEENS,HARRASSMENT 2,40.73664305,-73.8658311,11373,VIOLATION,2022-09-02
349390,MANHATTAN,HARRASSMENT 2,40.706897,-74.015977,10280,VIOLATION,2022-09-01
349391,MANHATTAN,DANGEROUS DRUGS,40.744607,-74.00084,10011,MISDEMEANOR,2022-09-01
349392,MANHATTAN,OFF. AGNST PUB ORD SENSBLTY &,40.772552,-73.989766,10023,MISDEMEANOR,2022-09-02
349393,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.574162,-73.995142,11224,MISDEMEANOR,2022-09-03
349395,QUEENS,GRAND LARCENY,40.776001,-73.82444,11354,FELONY,2022-09-02
349396,BROOKLYN,HARRASSMENT 2,40.694512,-73.97113,11205,VIOLATION,2022-09-02
349399,QUEENS,HARRASSMENT 2,40.756112,-73.831048,11355,VIOLATION,2022-09-01
349403,QUEENS,HARRASSMENT 2,40.728074,-73.850513,11375,VIOLATION,2022-09-03
349404,MANHATTAN,PETIT LARCENY,40.7342,-73.989341,10003,MISDEMEANOR,2022-09-02
349405,MANHATTAN,DISORDERLY CONDUCT,40.755018,-73.991405,10018,VIOLATION,2022-09-04
349406,STATEN ISLAND,VEHICLE AND TRAFFIC LAWS,40.62542262,-74.15134863,10303,MISDEMEANOR,2022-09-03
349408,QUEENS,MURDER & NON-NEGL. MANSLAUGHTER,40.670787,-73.735005,11422,FELONY,2022-09-02
349410,MANHATTAN,GRAND LARCENY OF MOTOR VEHICLE,40.811104,-73.952346,10027,FELONY,2022-09-02
349412,BRONX,FORGERY,40.856617,-73.868123,10462,FELONY,2022-09-03
349413,STATEN ISLAND,OFFENSES INVOLVING FRAUD,40.638977,-74.171252,10303,MISDEMEANOR,2022-09-04
349415,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.673774,-73.869599,11208,MISDEMEANOR,2022-09-03
349418,STATEN ISLAND,OFF. AGNST PUB ORD SENSBLTY &,40.61172,-74.16071,10314,MISDEMEANOR,2022-09-04
349420,STATEN ISLAND,BURGLARY,40.614759,-74.121128,10314,FELONY,2022-09-01
349421,BROOKLYN,PETIT LARCENY,40.614139,-74.004878,11228,MISDEMEANOR,2022-09-01
349424,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.639635,-74.024084,11220,MISDEMEANOR,2022-09-02
349426,BROOKLYN,HARRASSMENT 2,40.574818,-73.990926,11224,VIOLATION,2022-09-02
349427,MANHATTAN,HARRASSMENT 2,40.854016,-73.929387,10040,VIOLATION,2022-09-02
349428,BROOKLYN,FELONY ASSAULT,40.6488507469884,-73.951016510623,11226,FELONY,2022-09-01
349430,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.65386256,-73.92959307,11203,MISDEMEANOR,2022-09-02
349431,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.849258,-73.908158,10453,MISDEMEANOR,2022-09-03
349433,MANHATTAN,ROBBERY,40.750767,-73.987072,10019,FELONY,2022-09-04
349435,BROOKLYN,OFF. AGNST PUB ORD SENSBLTY &,40.670456,-73.90557,11212,MISDEMEANOR,2022-09-02
349438,BRONX,FELONY ASSAULT,40.8229123084767,-73.8700413043181,10473,FELONY,2022-09-03
349444,BRONX,BURGLARY,40.841434,-73.841241,10461,FELONY,2022-09-01
349445,QUEENS,PETIT LARCENY,40.744856,-73.903471,11377,MISDEMEANOR,2022-09-01
349448,MANHATTAN,GRAND LARCENY,40.8009303727402,-73.9410982410066,10035,FELONY,2022-09-03
349449,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.605049,-73.990582,11214,MISDEMEANOR,2022-09-01
349452,QUEENS,GRAND LARCENY,40.758492,-73.9396,11101,FELONY,2022-09-01
349455,BRONX,DANGEROUS WEAPONS,40.844161,-73.914301,10452,FELONY,2022-09-02
349456,QUEENS,PETIT LARCENY,40.754269,-73.879922,11372,MISDEMEANOR,2022-09-02
349462,BROOKLYN,HARRASSMENT 2,40.669165,-73.988009,11215,VIOLATION,2022-09-03
349465,QUEENS,GRAND LARCENY OF MOTOR VEHICLE,40.765217,-73.836216,11354,FELONY,2022-09-03
349469,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.663579,-73.921353,11212,MISDEMEANOR,2022-09-03
349470,QUEENS,GRAND LARCENY,40.757691,-73.834115,11354,FELONY,2022-09-03
349473,QUEENS,DANGEROUS DRUGS,40.75739304,-73.93546468,11106,FELONY,2022-09-02
349474,BRONX,FELONY ASSAULT,40.8222710411331,-73.911697780277,10451,FELONY,2022-09-03
349479,BROOKLYN,PETIT LARCENY,40.71379448,-73.94426517,11211,MISDEMEANOR,2022-09-01
349480,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.871292,-73.858957,10469,MISDEMEANOR,2022-09-02
349481,BROOKLYN,BURGLARY,40.635114,-73.993773,11219,FELONY,2022-09-03
349486,BRONX,ASSAULT 3 & RELATED OFFENSES,40.823459,-73.906239,10456,MISDEMEANOR,2022-09-03
349487,BROOKLYN,PETIT LARCENY,40.645018,-73.9585,11226,MISDEMEANOR,2022-09-02
349490,BRONX,PETIT LARCENY,40.828547,-73.879641,10472,MISDEMEANOR,2022-09-01
349496,BRONX,ASSAULT 3 & RELATED OFFENSES,40.880792,-73.859268,10467,MISDEMEANOR,2022-09-03
349497,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.70672354,-74.00678081,10038,FELONY,2022-09-01
349499,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.766045,-73.829916,11354,MISDEMEANOR,2022-09-01
349500,QUEENS,BURGLARY,40.764613,-73.807184,11358,FELONY,2022-09-03
349503,BROOKLYN,FELONY ASSAULT,40.6713598203364,-73.8818110231735,11208,FELONY,2022-09-02
349504,QUEENS,FELONY ASSAULT,40.7623158004241,-73.8274480018593,11354,FELONY,2022-09-01
349508,QUEENS,HARRASSMENT 2,40.70636,-73.807541,11435,VIOLATION,2022-09-03
349509,QUEENS,PETIT LARCENY,40.760308,-73.827168,11354,MISDEMEANOR,2022-09-02
349511,BRONX,OFF. AGNST PUB ORD SENSBLTY &,40.877571,-73.828071,10475,MISDEMEANOR,2022-09-01
349517,BROOKLYN,ASSAULT 3 & RELATED OFFENSES,40.697025,-73.971629,11205,MISDEMEANOR,2022-09-03
349521,MANHATTAN,HARRASSMENT 2,40.746638,-73.991937,10001,VIOLATION,2022-09-01
349522,BROOKLYN,MISCELLANEOUS PENAL LAW,40.577064,-74.001632,11224,FELONY,2022-09-03
349524,BRONX,PETIT LARCENY,40.826808,-73.903908,10456,MISDEMEANOR,2022-09-01
349525,BROOKLYN,PETIT LARCENY,40.618912,-74.003499,11228,MISDEMEANOR,2022-09-02
349526,QUEENS,BURGLARY,40.671186,-73.793152,11436,FELONY,2022-09-01
349527,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.687284,-73.858143,11421,MISDEMEANOR,2022-09-02
349531,MANHATTAN,PETIT LARCENY,40.724401,-73.999856,10012,MISDEMEANOR,2022-09-03
349532,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.66596918,-73.92859983,11213,MISDEMEANOR,2022-09-01
349533,BRONX,PETIT LARCENY,40.850298,-73.903968,10457,MISDEMEANOR,2022-09-02
349534,QUEENS,PETIT LARCENY,40.704469,-73.797355,11208,MISDEMEANOR,2022-09-01
349536,QUEENS,VEHICLE AND TRAFFIC LAWS,40.74918655,-73.75818539,11364,MISDEMEANOR,2022-09-01
349539,BRONX,PETIT LARCENY,40.86333,-73.896468,10468,MISDEMEANOR,2022-09-01
349546,MANHATTAN,OFFENSES AGAINST THE PERSON,40.713377,-73.982368,10002,MISDEMEANOR,2022-09-03
349547,MANHATTAN,GRAND LARCENY,40.739415,-74.004628,10011,FELONY,2022-09-01
349548,STATEN ISLAND,ARSON,40.600677,-74.177026,10314,FELONY,2022-09-01
349549,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.735471,-73.894651,11377,MISDEMEANOR,2022-09-03
349551,BROOKLYN,PETIT LARCENY,40.718863,-73.93979,11211,MISDEMEANOR,2022-09-03
349552,BROOKLYN,HARRASSMENT 2,40.658189,-73.958538,11225,VIOLATION,2022-09-01
349555,QUEENS,PETIT LARCENY OF MOTOR VEHICLE,40.700623,-73.905166,11385,MISDEMEANOR,2022-09-01
349556,BROOKLYN,GRAND LARCENY,40.706243,-73.943026,11206,FELONY,2022-09-04
349558,MANHATTAN,HARRASSMENT 2,40.762833,-73.991282,10036,VIOLATION,2022-09-01
349560,STATEN ISLAND,HARRASSMENT 2,40.596178,-74.064569,10305,VIOLATION,2022-09-02
349561,QUEENS,MISCELLANEOUS PENAL LAW,40.70214373,-73.81083175,11435,FELONY,2022-09-01
349562,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.7185558,-73.98820001,10002,MISDEMEANOR,2022-09-01
349563,MANHATTAN,DANGEROUS DRUGS,40.760103,-73.976059,10022,MISDEMEANOR,2022-09-03
349564,MANHATTAN,BURGLARY,40.813114,-73.960162,10115,FELONY,2022-09-01
349565,BROOKLYN,OFFENSES INVOLVING FRAUD,40.58675532,-73.95805247,11235,MISDEMEANOR,2022-09-03
349575,QUEENS,FELONY ASSAULT,40.682398279333,-73.8400721577516,11417,FELONY,2022-09-03
349578,MANHATTAN,GRAND LARCENY,40.722629,-73.986027,10009,FELONY,2022-09-02
349581,QUEENS,GRAND LARCENY,40.765962,-73.919382,11103,FELONY,2022-09-02
349583,QUEENS,PETIT LARCENY,40.776025,-73.904847,11105,MISDEMEANOR,2022-09-02
349584,QUEENS,THEFT-FRAUD,40.751756,-73.831485,11355,FELONY,2022-09-03
349586,QUEENS,CRIMINAL MISCHIEF & RELATED OF,40.7164946,-73.73852845,11429,MISDEMEANOR,2022-09-03
349589,BROOKLYN,PETIT LARCENY,40.673805,-73.972741,11217,MISDEMEANOR,2022-09-01
349590,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.62149264,-74.02621328,11209,MISDEMEANOR,2022-09-01
349591,MANHATTAN,VEHICLE AND TRAFFIC LAWS,40.716517,-73.983411,10002,MISDEMEANOR,2022-09-02
349598,QUEENS,HARRASSMENT 2,40.67395,-73.796813,11436,VIOLATION,2022-09-02
349599,MANHATTAN,GRAND LARCENY,40.716074,-73.987128,10002,FELONY,2022-09-02
349601,BRONX,ROBBERY,40.822983,-73.896869,10459,FELONY,2022-09-03
349605,QUEENS,ROBBERY,40.710606,-73.796038,11432,FELONY,2022-09-02
349610,BRONX,OFFENSES INVOLVING FRAUD,40.87299327,-73.85265828,10469,MISDEMEANOR,2022-09-01
349612,BRONX,FRAUDS,40.831575,-73.927705,10452,MISDEMEANOR,2022-09-03
349614,BROOKLYN,PETIT LARCENY,40.668212,-73.938132,11213,MISDEMEANOR,2022-09-01
349616,MANHATTAN,GRAND LARCENY,40.771522,-73.954832,10021,FELONY,2022-09-04
349619,BROOKLYN,OFFENSES INVOLVING FRAUD,40.67439596,-73.8965093,11207,MISDEMEANOR,2022-09-01
349621,MANHATTAN,CRIMINAL MISCHIEF & RELATED OF,40.766978,-73.966834,10065,FELONY,2022-09-04
349622,MANHATTAN,MISCELLANEOUS PENAL LAW,40.808372,-73.946904,10027,FELONY,2022-09-02
349625,QUEENS,VEHICLE AND TRAFFIC LAWS,40.75096744,-73.94026393,11101,MISDEMEANOR,2022-09-03
349631,BROOKLYN,PETIT LARCENY,40.689413,-73.991535,11201,MISDEMEANOR,2022-09-02
349632,BRONX,GRAND LARCENY OF MOTOR VEHICLE,40.816972,-73.921152,10451,FELONY,2022-09-03
349637,BRONX,PETIT LARCENY,40.8828621313214,-73.9035744897024,10463,MISDEMEANOR,2022-09-02
349639,BROOKLYN,VEHICLE AND TRAFFIC LAWS,40.67959248,-73.93487298,11203,MISDEMEANOR,2022-09-03
349642,BROOKLYN,PETIT LARCENY,40.663332,-73.960177,11225,MISDEMEANOR,2022-09-02
349643,QUEENS,GRAND LARCENY,40.709994,-73.877796,11379,FELONY,2022-09-03
349644,MANHATTAN,PETIT LARCENY,40.716074,-73.987128,10002,MISDEMEANOR,2022-09-03
349645,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.72145346,-73.84397787,11375,MISDEMEANOR,2022-09-01
349647,MANHATTAN,PETIT LARCENY,40.744047,-74.004963,10011,MISDEMEANOR,2022-09-04
349648,MANHATTAN,THEFT OF SERVICES,40.75595054,-73.99072724,10036,MISDEMEANOR,2022-09-01
349650,BROOKLYN,GRAND LARCENY OF MOTOR VEHICLE,40.670093,-73.874038,11208,FELONY,2022-09-03
349651,MANHATTAN,GRAND LARCENY,40.8009303727402,-73.9410982410066,10035,FELONY,2022-09-03
349652,BRONX,HARRASSMENT 2,40.831175,-73.833066,10465,VIOLATION,2022-09-02
349657,MANHATTAN,GRAND LARCENY,40.835958,-73.941634,10032,FELONY,2022-09-03
349661,QUEENS,PETIT LARCENY,40.757674,-73.89333,11370,MISDEMEANOR,2022-09-03
349662,BRONX,VEHICLE AND TRAFFIC LAWS,40.83585867,-73.87212505,10472,MISDEMEANOR,2022-09-02
349664,BRONX,MISCELLANEOUS PENAL LAW,40.829196,-73.913434,10456,FELONY,2022-09-02
349666,QUEENS,GRAND LARCENY,40.746084,-73.913838,11377,FELONY,2022-09-01
349667,BROOKLYN,BURGLARY,40.651322,-74.010804,11231,FELONY,2022-09-02
349668,MANHATTAN,MISCELLANEOUS PENAL LAW,40.797339,-73.930544,10035,FELONY,2022-09-02
349669,BRONX,CRIMINAL MISCHIEF & RELATED OF,40.83192764,-73.85103998,10462,FELONY,2022-09-02
349670,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.76142,-73.999734,10036,MISDEMEANOR,2022-09-03
349674,MANHATTAN,PETIT LARCENY,40.768122,-73.961781,10021,MISDEMEANOR,2022-09-02
349677,MANHATTAN,FELONY ASSAULT,40.7650240788333,-73.9848359497083,10019,FELONY,2022-09-02
349679,QUEENS,HARRASSMENT 2,40.673478,-73.843258,11417,VIOLATION,2022-09-02
349681,QUEENS,PETIT LARCENY,40.771702,-73.806222,11354,MISDEMEANOR,2022-09-03
349684,QUEENS,HARRASSMENT 2,40.744498,-73.745353,11364,VIOLATION,2022-09-01
349692,BRONX,FELONY ASSAULT,40.8565767275976,-73.8438936779283,10469,FELONY,2022-09-01
349694,QUEENS,GRAND LARCENY OF MOTOR VEHICLE,40.763734,-73.918436,11103,FELONY,2022-09-03
349699,MANHATTAN,PETIT LARCENY,40.714608,-74.011443,10007,MISDEMEANOR,2022-09-03
349700,MANHATTAN,GRAND LARCENY,40.849581,-73.934348,10033,FELONY,2022-09-03
349701,QUEENS,GRAND LARCENY,40.68584,-73.811253,11419,FELONY,2022-09-02
349702,BROOKLYN,FELONY ASSAULT,40.6902236041959,-73.9602785860011,11205,FELONY,2022-09-03
349704,MANHATTAN,FELONY ASSAULT,40.7204418884676,-74.0067439741913,10005,FELONY,2022-09-03
349705,MANHATTAN,GRAND LARCENY,40.746198,-73.985147,10016,FELONY,2022-09-02
349708,QUEENS,GRAND LARCENY OF MOTOR VEHICLE,40.70723766,-73.90673782,11385,FELONY,2022-09-01
349714,MANHATTAN,PETIT LARCENY,40.868119,-73.924978,10034,MISDEMEANOR,2022-09-03
349717,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.789593,-73.929984,10035,MISDEMEANOR,2022-09-02
349719,BROOKLYN,CRIMINAL MISCHIEF & RELATED OF,40.646331,-73.896533,11236,MISDEMEANOR,2022-09-01
349722,MANHATTAN,PETIT LARCENY,40.816597,-73.952723,10027,MISDEMEANOR,2022-09-01
349724,MANHATTAN,ASSAULT 3 & RELATED OFFENSES,40.80307253,-73.93837142,10035,MISDEMEANOR,2022-09-03
349727,QUEENS,PETIT LARCENY,40.740663,-73.922521,11377,MISDEMEANOR,2022-09-02
349728,BROOKLYN,BURGLARY,40.623249,-74.006159,11228,FELONY,2022-09-01
349729,BRONX,PETIT LARCENY,40.817703,-73.915395,10455,MISDEMEANOR,2022-09-03
349730,BROOKLYN,ROBBERY,40.686741,-73.946039,11216,FELONY,2022-09-03
349731,QUEENS,ASSAULT 3 & RELATED OFFENSES,40.694306,-73.801765,11434,MISDEMEANOR,2022-09-01
349734,BROOKLYN,FELONY ASSAULT,40.6488507469884,-73.951016510623,11226,FELONY,2022-09-03
349735,BROOKLYN,HARRASSMENT 2,40.664092,-73.943389,11225,VIOLATION,2022-09-01
349736,BROOKLYN,MISCELLANEOUS PENAL LAW,40.646243,-73.918783,11236,FELONY,2022-09-01
349739,BROOKLYN,DANGEROUS WEAPONS,40.631321,-73.906676,11236,FELONY,2022-09-02
349745,STATEN ISLAND,CRIMINAL MISCHIEF & RELATED OF,40.61547,-74.081663,10304,MISDEMEANOR,2022-09-03
349747,MANHATTAN,HARRASSMENT 2,40.72786642,-73.99314487,10003,VIOLATION,2022-09-02
